TransactionNo,Items,DateTime,Daypart,DayType
6465,Starbucks Dark Roast Coffee Beans,2017-12-02 12:53:01,Afternoon,Weekend
6465,Starbucks Dark Roast Coffee Beans,2017-12-02 12:53:01,Afternoon,Weekend
6465,Betty Crocker Cake Mix,2017-12-02 12:53:01,Afternoon,Weekend
6466,Wonder Bread,2017-12-02 12:53:22,Afternoon,Weekend
6467,Starbucks Dark Roast Coffee Beans,2017-12-02 13:24:58,Afternoon,Weekend
6467,Starbucks Dark Roast Coffee Beans,2017-12-02 13:24:58,Afternoon,Weekend
6467,Starbucks Dark Roast Coffee Beans,2017-12-02 13:24:58,Afternoon,Weekend
6468,Lipton Ice Tea,2017-12-02 13:40:32,Afternoon,Weekend
6468,Betty Crocker Cake Mix,2017-12-02 13:40:32,Afternoon,Weekend
6469,Hot chocolate,2017-12-02 13:43:18,Afternoon,Weekend
6469,Campbell's Soup,2017-12-02 13:43:18,Afternoon,Weekend
6470,Lipton Ice Tea,2017-12-02 13:44:58,Afternoon,Weekend
6471,La Patisserie Alfajores,2017-12-02 13:56:38,Afternoon,Weekend
6471,Wonder Bread,2017-12-02 13:56:38,Afternoon,Weekend
6472,Betty Crocker Cake Mix,2017-12-02 14:15:13,Afternoon,Weekend
6472,Wonder Bread,2017-12-02 14:15:13,Afternoon,Weekend
6473,Starbucks Dark Roast Coffee Beans,2017-12-02 14:27:31,Afternoon,Weekend
6474,Starbucks Dark Roast Coffee Beans,2017-12-02 14:35:34,Afternoon,Weekend
6474,Starbucks Dark Roast Coffee Beans,2017-12-02 14:35:34,Afternoon,Weekend
6474,Starbucks Dark Roast Coffee Beans,2017-12-02 14:35:34,Afternoon,Weekend
6474,Lipton Ice Tea,2017-12-02 14:35:34,Afternoon,Weekend
6474,Oroweat Toast,2017-12-02 14:35:34,Afternoon,Weekend
6474,Duck egg,2017-12-02 14:35:34,Afternoon,Weekend
6474,Extra Salami or Feta,2017-12-02 14:35:34,Afternoon,Weekend
6474,Chicken Stew,2017-12-02 14:35:34,Afternoon,Weekend
6474,Chip's Ahoy Chocolate Chip Cookies,2017-12-02 14:35:34,Afternoon,Weekend
6474,Ghirardelli Brownie,2017-12-02 14:35:34,Afternoon,Weekend
6474,Wonder Bread,2017-12-02 14:35:34,Afternoon,Weekend
6475,Wonder Bread,2017-12-02 14:46:59,Afternoon,Weekend
6476,Starbucks Dark Roast Coffee Beans,2017-12-02 14:56:07,Afternoon,Weekend
6476,Subway Sub of the Day Sandwich,2017-12-02 14:56:07,Afternoon,Weekend
6477,Starbucks Dark Roast Coffee Beans,2017-12-02 14:56:32,Afternoon,Weekend
6477,Betty Crocker Cake Mix,2017-12-02 14:56:32,Afternoon,Weekend
6478,Ghirardelli Brownie,2017-12-02 14:58:29,Afternoon,Weekend
6478,Wonder Bread,2017-12-02 14:58:29,Afternoon,Weekend
6479,Starbucks Dark Roast Coffee Beans,2017-12-02 15:34:48,Afternoon,Weekend
6479,Starbucks Dark Roast Coffee Beans,2017-12-02 15:34:48,Afternoon,Weekend
6479,La Patisserie Alfajores,2017-12-02 15:34:48,Afternoon,Weekend
6479,Betty Crocker Cake Mix,2017-12-02 15:34:48,Afternoon,Weekend
6479,Ghirardelli Brownie,2017-12-02 15:34:48,Afternoon,Weekend
6480,Starbucks Dark Roast Coffee Beans,2017-12-02 15:35:37,Afternoon,Weekend
6480,Ghirardelli Brownie,2017-12-02 15:35:37,Afternoon,Weekend
6481,Afternoon with the baker,2017-12-02 18:35:27,Evening,Weekend
6482,Afternoon with the baker,2017-12-02 18:37:47,Evening,Weekend
6483,Wonder Bread,2017-02-13 08:35:01,Morning,Weekday
6484,Starbucks Dark Roast Coffee Beans,2017-02-13 09:04:35,Morning,Weekday
6484,Medialunas Argentinian Croissant,2017-02-13 09:04:35,Morning,Weekday
6484,Baguette,2017-02-13 09:04:35,Morning,Weekday
6485,Starbucks Dark Roast Coffee Beans,2017-02-13 09:33:28,Morning,Weekday
6486,Hot chocolate,2017-02-13 09:33:58,Morning,Weekday
6486,Oroweat Toast,2017-02-13 09:33:58,Morning,Weekday
6487,Starbucks Dark Roast Coffee Beans,2017-02-13 09:47:21,Morning,Weekday
6487,Wonder Bread,2017-02-13 09:47:21,Morning,Weekday
6487,Medialunas Argentinian Croissant,2017-02-13 09:47:21,Morning,Weekday
6487,La Patisserie Alfajores,2017-02-13 09:47:21,Morning,Weekday
6488,La Patisserie Alfajores,2017-02-13 10:03:37,Morning,Weekday
6488,Medialunas Argentinian Croissant,2017-02-13 10:03:37,Morning,Weekday
6488,Starbucks Dark Roast Coffee Beans,2017-02-13 10:03:37,Morning,Weekday
6488,Wonder Bread,2017-02-13 10:03:37,Morning,Weekday
6489,Focaccia,2017-02-13 10:13:23,Morning,Weekday
6489,Wonder Bread,2017-02-13 10:13:23,Morning,Weekday
6490,Starbucks Dark Roast Coffee Beans,2017-02-13 10:17:46,Morning,Weekday
6491,Starbucks Dark Roast Coffee Beans,2017-02-13 10:37:23,Morning,Weekday
6491,Starbucks Dark Roast Coffee Beans,2017-02-13 10:37:23,Morning,Weekday
6492,Starbucks Dark Roast Coffee Beans,2017-02-13 10:38:25,Morning,Weekday
6493,Hot chocolate,2017-02-13 10:42:11,Morning,Weekday
6494,Starbucks Dark Roast Coffee Beans,2017-02-13 10:53:03,Morning,Weekday
6494,Tropicana Orange Juice,2017-02-13 10:53:03,Morning,Weekday
6495,Starbucks Dark Roast Coffee Beans,2017-02-13 11:02:54,Morning,Weekday
6495,Baker's Treat Danish Pastry,2017-02-13 11:02:54,Morning,Weekday
6496,Baker's Treat Danish Pastry,2017-02-13 11:04:06,Morning,Weekday
6496,Starbucks Dark Roast Coffee Beans,2017-02-13 11:04:06,Morning,Weekday
6497,Scandinavian,2017-02-13 11:20:26,Morning,Weekday
6498,Tropicana Orange Juice,2017-02-13 11:36:58,Morning,Weekday
6498,Chocolates,2017-02-13 11:36:58,Morning,Weekday
6498,Hot chocolate,2017-02-13 11:36:58,Morning,Weekday
6498,Starbucks Dark Roast Coffee Beans,2017-02-13 11:36:58,Morning,Weekday
6498,Wonder Bread,2017-02-13 11:36:58,Morning,Weekday
6498,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 11:36:58,Morning,Weekday
6499,Lipton Ice Tea,2017-02-13 11:37:41,Morning,Weekday
6499,Starbucks Dark Roast Coffee Beans,2017-02-13 11:37:41,Morning,Weekday
6500,Wonder Bread,2017-02-13 11:46:12,Morning,Weekday
6501,Starbucks Dark Roast Coffee Beans,2017-02-13 11:48:05,Morning,Weekday
6501,Ghirardelli Brownie,2017-02-13 11:48:05,Morning,Weekday
6501,Farm House,2017-02-13 11:48:05,Morning,Weekday
6502,Wonder Bread,2017-02-13 11:50:52,Morning,Weekday
6502,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 11:50:52,Morning,Weekday
6502,Starbucks Dark Roast Coffee Beans,2017-02-13 11:50:52,Morning,Weekday
6503,Starbucks Dark Roast Coffee Beans,2017-02-13 11:56:04,Morning,Weekday
6503,Starbucks Dark Roast Coffee Beans,2017-02-13 11:56:04,Morning,Weekday
6504,Starbucks Dark Roast Coffee Beans,2017-02-13 11:57:27,Morning,Weekday
6505,Starbucks Dark Roast Coffee Beans,2017-02-13 12:06:21,Afternoon,Weekday
6505,Starbucks Dark Roast Coffee Beans,2017-02-13 12:06:21,Afternoon,Weekday
6505,Twinings Scone,2017-02-13 12:06:21,Afternoon,Weekday
6505,Betty Crocker Cake Mix,2017-02-13 12:06:21,Afternoon,Weekday
6505,Farm House,2017-02-13 12:06:21,Afternoon,Weekday
6505,Tropicana Orange Juice,2017-02-13 12:06:21,Afternoon,Weekday
6506,Starbucks Dark Roast Coffee Beans,2017-02-13 12:07:14,Afternoon,Weekday
6506,Starbucks Dark Roast Coffee Beans,2017-02-13 12:07:14,Afternoon,Weekday
6506,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 12:07:14,Afternoon,Weekday
6507,Twinings Scone,2017-02-13 12:18:18,Afternoon,Weekday
6507,Starbucks Dark Roast Coffee Beans,2017-02-13 12:18:18,Afternoon,Weekday
6508,Wonder Bread,2017-02-13 12:22:43,Afternoon,Weekday
6509,Wonder Bread,2017-02-13 12:29:12,Afternoon,Weekday
6509,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 12:29:12,Afternoon,Weekday
6510,Starbucks Dark Roast Coffee Beans,2017-02-13 12:34:21,Afternoon,Weekday
6511,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 12:36:04,Afternoon,Weekday
6511,Betty Crocker Cake Mix,2017-02-13 12:36:04,Afternoon,Weekday
6511,Betty Crocker Cake Mix,2017-02-13 12:36:04,Afternoon,Weekday
6511,Truffles,2017-02-13 12:36:04,Afternoon,Weekday
6512,Baguette,2017-02-13 12:47:43,Afternoon,Weekday
6513,Wonder Bread,2017-02-13 12:50:29,Afternoon,Weekday
6513,Lipton Ice Tea,2017-02-13 12:50:29,Afternoon,Weekday
6514,Farm House,2017-02-13 13:13:25,Afternoon,Weekday
6515,Starbucks Dark Roast Coffee Beans,2017-02-13 13:13:46,Afternoon,Weekday
6516,Campbell's Soup,2017-02-13 13:16:19,Afternoon,Weekday
6517,Starbucks Dark Roast Coffee Beans,2017-02-13 13:22:48,Afternoon,Weekday
6517,Lipton Ice Tea,2017-02-13 13:22:48,Afternoon,Weekday
6517,Subway Sub of the Day Sandwich,2017-02-13 13:22:48,Afternoon,Weekday
6517,Subway Sub of the Day Sandwich,2017-02-13 13:22:48,Afternoon,Weekday
6518,Campbell's Soup,2017-02-13 13:33:32,Afternoon,Weekday
6518,Lipton Ice Tea,2017-02-13 13:33:32,Afternoon,Weekday
6518,Lipton Ice Tea,2017-02-13 13:33:32,Afternoon,Weekday
6519,Coca-Cola,2017-02-13 13:44:36,Afternoon,Weekday
6519,Tropicana Orange Juice,2017-02-13 13:44:36,Afternoon,Weekday
6519,Starbucks Dark Roast Coffee Beans,2017-02-13 13:44:36,Afternoon,Weekday
6519,Chicken Stew,2017-02-13 13:44:36,Afternoon,Weekday
6519,Subway Sub of the Day Sandwich,2017-02-13 13:44:36,Afternoon,Weekday
6519,Subway Sub of the Day Sandwich,2017-02-13 13:44:36,Afternoon,Weekday
6519,Subway Sub of the Day Sandwich,2017-02-13 13:44:36,Afternoon,Weekday
6519,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 13:44:36,Afternoon,Weekday
6519,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 13:44:36,Afternoon,Weekday
6520,Betty Crocker Cake Mix,2017-02-13 14:03:22,Afternoon,Weekday
6521,Truffles,2017-02-13 14:12:02,Afternoon,Weekday
6521,Wonder Bread,2017-02-13 14:12:02,Afternoon,Weekday
6521,Subway Sub of the Day Sandwich,2017-02-13 14:12:02,Afternoon,Weekday
6521,Campbell's Soup,2017-02-13 14:12:02,Afternoon,Weekday
6522,Betty Crocker Cake Mix,2017-02-13 14:13:04,Afternoon,Weekday
6522,Starbucks Dark Roast Coffee Beans,2017-02-13 14:13:04,Afternoon,Weekday
6522,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 14:13:04,Afternoon,Weekday
6522,Coca-Cola,2017-02-13 14:13:04,Afternoon,Weekday
6523,Truffles,2017-02-13 14:16:21,Afternoon,Weekday
6523,Simply Fresh Organic Salad,2017-02-13 14:16:21,Afternoon,Weekday
6523,Chicken Stew,2017-02-13 14:16:21,Afternoon,Weekday
6523,Medialunas Argentinian Croissant,2017-02-13 14:16:21,Afternoon,Weekday
6523,Ghirardelli Brownie,2017-02-13 14:16:21,Afternoon,Weekday
6524,Starbucks Dark Roast Coffee Beans,2017-02-13 14:21:59,Afternoon,Weekday
6524,Starbucks Dark Roast Coffee Beans,2017-02-13 14:21:59,Afternoon,Weekday
6524,La Patisserie Alfajores,2017-02-13 14:21:59,Afternoon,Weekday
6524,Chip's Ahoy Chocolate Chip Cookies,2017-02-13 14:21:59,Afternoon,Weekday
6525,Starbucks Dark Roast Coffee Beans,2017-02-13 14:44:25,Afternoon,Weekday
6525,Wonder Bread,2017-02-13 14:44:25,Afternoon,Weekday
6525,Campbell's Soup,2017-02-13 14:44:25,Afternoon,Weekday
6525,Subway Sub of the Day Sandwich,2017-02-13 14:44:25,Afternoon,Weekday
6526,Wonder Bread,2017-02-13 14:57:38,Afternoon,Weekday
6526,La Patisserie Alfajores,2017-02-13 14:57:38,Afternoon,Weekday
6527,Wonder Bread,2017-02-13 14:58:52,Afternoon,Weekday
6528,Lipton Ice Tea,2017-02-13 15:00:43,Afternoon,Weekday
6528,Subway Sub of the Day Sandwich,2017-02-13 15:00:43,Afternoon,Weekday
6529,La Patisserie Alfajores,2017-02-13 15:09:04,Afternoon,Weekday
6529,Wonder Bread,2017-02-13 15:09:04,Afternoon,Weekday
6529,Starbucks Dark Roast Coffee Beans,2017-02-13 15:09:04,Afternoon,Weekday
6530,Subway Sub of the Day Sandwich,2017-02-13 15:22:03,Afternoon,Weekday
6530,Subway Sub of the Day Sandwich,2017-02-13 15:22:03,Afternoon,Weekday
6530,Truffles,2017-02-13 15:22:03,Afternoon,Weekday
6530,Lipton Ice Tea,2017-02-13 15:22:03,Afternoon,Weekday
6531,Betty Crocker Cake Mix,2017-02-13 15:23:27,Afternoon,Weekday
6532,Farm House,2017-02-13 15:25:43,Afternoon,Weekday
6532,Starbucks Dark Roast Coffee Beans,2017-02-13 15:25:43,Afternoon,Weekday
6533,Lipton Ice Tea,2017-02-13 15:53:39,Afternoon,Weekday
6533,Starbucks Dark Roast Coffee Beans,2017-02-13 15:53:39,Afternoon,Weekday
6533,Campbell's Soup,2017-02-13 15:53:39,Afternoon,Weekday
6533,Betty Crocker Cake Mix,2017-02-13 15:53:39,Afternoon,Weekday
6534,Wonder Bread,2017-02-13 15:54:53,Afternoon,Weekday
6534,Starbucks Dark Roast Coffee Beans,2017-02-13 15:54:53,Afternoon,Weekday
6535,Chicken Stew,2017-02-13 15:56:39,Afternoon,Weekday
6535,Starbucks Dark Roast Coffee Beans,2017-02-13 15:56:39,Afternoon,Weekday
6536,Starbucks Dark Roast Coffee Beans,2017-02-13 16:01:54,Afternoon,Weekday
6536,Starbucks Dark Roast Coffee Beans,2017-02-13 16:01:54,Afternoon,Weekday
6537,Wonder Bread,2017-02-13 16:23:17,Afternoon,Weekday
6537,Starbucks Dark Roast Coffee Beans,2017-02-13 16:23:17,Afternoon,Weekday
6538,Lipton Ice Tea,2017-02-13 16:29:05,Afternoon,Weekday
6538,Oroweat Toast,2017-02-13 16:29:05,Afternoon,Weekday
6539,Starbucks Dark Roast Coffee Beans,2017-02-13 17:07:59,Evening,Weekday
6539,Starbucks Dark Roast Coffee Beans,2017-02-13 17:07:59,Evening,Weekday
6540,Lipton Ice Tea,2017-02-13 17:51:35,Evening,Weekday
6540,Hot chocolate,2017-02-13 17:51:35,Evening,Weekday
6540,Betty Crocker Cake Mix,2017-02-13 17:51:35,Evening,Weekday
6540,Eggs,2017-02-13 17:51:35,Evening,Weekday
6540,Fudge,2017-02-13 17:51:35,Evening,Weekday
6540,Wonder Bread,2017-02-13 17:51:35,Evening,Weekday
6541,Wonder Bread,2017-02-13 17:55:24,Evening,Weekday
6542,Starbucks Dark Roast Coffee Beans,2017-02-14 08:16:23,Morning,Weekday
6542,Wonder Bread,2017-02-14 08:16:23,Morning,Weekday
6542,Betty Crocker Cake Mix,2017-02-14 08:16:23,Morning,Weekday
6543,La Patisserie Alfajores,2017-02-14 08:31:38,Morning,Weekday
6543,Starbucks Dark Roast Coffee Beans,2017-02-14 08:31:38,Morning,Weekday
6544,Wonder Bread,2017-02-14 08:55:20,Morning,Weekday
6544,Wonder Bread,2017-02-14 08:55:20,Morning,Weekday
6545,Afternoon with the baker,2017-02-14 08:56:50,Morning,Weekday
6546,Medialunas Argentinian Croissant,2017-02-14 09:33:15,Morning,Weekday
6546,La Patisserie Alfajores,2017-02-14 09:33:15,Morning,Weekday
6547,Starbucks Dark Roast Coffee Beans,2017-02-14 09:54:03,Morning,Weekday
6547,Starbucks Dark Roast Coffee Beans,2017-02-14 09:54:03,Morning,Weekday
6548,Starbucks Dark Roast Coffee Beans,2017-02-14 10:03:42,Morning,Weekday
6548,Wonder Bread,2017-02-14 10:03:42,Morning,Weekday
6548,Mineral water,2017-02-14 10:03:42,Morning,Weekday
6548,Oroweat Toast,2017-02-14 10:03:42,Morning,Weekday
6549,Wonder Bread,2017-02-14 10:48:23,Morning,Weekday
6549,Baker's Treat Danish Pastry,2017-02-14 10:48:23,Morning,Weekday
6550,Lipton Ice Tea,2017-02-14 11:02:57,Morning,Weekday
6551,Starbucks Dark Roast Coffee Beans,2017-02-14 11:09:59,Morning,Weekday
6551,Lipton Ice Tea,2017-02-14 11:09:59,Morning,Weekday
6551,Betty Crocker Cake Mix,2017-02-14 11:09:59,Morning,Weekday
6552,Starbucks Dark Roast Coffee Beans,2017-02-14 11:32:02,Morning,Weekday
6552,Starbucks Dark Roast Coffee Beans,2017-02-14 11:32:02,Morning,Weekday
6552,Betty Crocker Cake Mix,2017-02-14 11:32:02,Morning,Weekday
6552,Oroweat Toast,2017-02-14 11:32:02,Morning,Weekday
6553,Starbucks Dark Roast Coffee Beans,2017-02-14 11:38:52,Morning,Weekday
6553,Baker's Treat Danish Pastry,2017-02-14 11:38:52,Morning,Weekday
6553,La Patisserie Alfajores,2017-02-14 11:38:52,Morning,Weekday
6553,Farm House,2017-02-14 11:38:52,Morning,Weekday
6554,Hot chocolate,2017-02-14 11:40:15,Morning,Weekday
6554,Betty Crocker Cake Mix,2017-02-14 11:40:15,Morning,Weekday
6555,Hot chocolate,2017-02-14 11:40:47,Morning,Weekday
6555,Betty Crocker Cake Mix,2017-02-14 11:40:47,Morning,Weekday
6556,Wonder Bread,2017-02-14 12:15:53,Afternoon,Weekday
6557,Starbucks Dark Roast Coffee Beans,2017-02-14 12:16:43,Afternoon,Weekday
6557,Starbucks Dark Roast Coffee Beans,2017-02-14 12:16:43,Afternoon,Weekday
6557,Lipton Ice Tea,2017-02-14 12:16:43,Afternoon,Weekday
6557,Betty Crocker Cake Mix,2017-02-14 12:16:43,Afternoon,Weekday
6557,La Patisserie Alfajores,2017-02-14 12:16:43,Afternoon,Weekday
6558,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 12:18:43,Afternoon,Weekday
6558,Twinings Scone,2017-02-14 12:18:43,Afternoon,Weekday
6558,Starbucks Dark Roast Coffee Beans,2017-02-14 12:18:43,Afternoon,Weekday
6558,Hot chocolate,2017-02-14 12:18:43,Afternoon,Weekday
6559,Starbucks Dark Roast Coffee Beans,2017-02-14 12:33:55,Afternoon,Weekday
6559,Starbucks Dark Roast Coffee Beans,2017-02-14 12:33:55,Afternoon,Weekday
6559,Hot chocolate,2017-02-14 12:33:55,Afternoon,Weekday
6559,Starbucks Dark Roast Coffee Beans,2017-02-14 12:33:55,Afternoon,Weekday
6559,Betty Crocker Cake Mix,2017-02-14 12:33:55,Afternoon,Weekday
6559,Medialunas Argentinian Croissant,2017-02-14 12:33:55,Afternoon,Weekday
6560,Starbucks Dark Roast Coffee Beans,2017-02-14 12:36:44,Afternoon,Weekday
6560,Starbucks Dark Roast Coffee Beans,2017-02-14 12:36:44,Afternoon,Weekday
6560,Starbucks Dark Roast Coffee Beans,2017-02-14 12:36:44,Afternoon,Weekday
6560,Starbucks Dark Roast Coffee Beans,2017-02-14 12:36:44,Afternoon,Weekday
6560,Medialunas Argentinian Croissant,2017-02-14 12:36:44,Afternoon,Weekday
6560,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 12:36:44,Afternoon,Weekday
6561,Starbucks Dark Roast Coffee Beans,2017-02-14 12:40:43,Afternoon,Weekday
6561,Betty Crocker Cake Mix,2017-02-14 12:40:43,Afternoon,Weekday
6562,Wonder Bread,2017-02-14 12:59:56,Afternoon,Weekday
6562,Wonder Bread,2017-02-14 12:59:56,Afternoon,Weekday
6563,Subway Sub of the Day Sandwich,2017-02-14 13:08:40,Afternoon,Weekday
6563,Starbucks Dark Roast Coffee Beans,2017-02-14 13:08:40,Afternoon,Weekday
6565,Wonder Bread,2017-02-14 13:11:49,Afternoon,Weekday
6566,Starbucks Dark Roast Coffee Beans,2017-02-14 13:17:28,Afternoon,Weekday
6566,Betty Crocker Cake Mix,2017-02-14 13:17:28,Afternoon,Weekday
6567,Starbucks Dark Roast Coffee Beans,2017-02-14 13:18:15,Afternoon,Weekday
6567,Coca-Cola,2017-02-14 13:18:15,Afternoon,Weekday
6567,Baker's Treat Danish Pastry,2017-02-14 13:18:15,Afternoon,Weekday
6568,Simply Fresh Organic Salad,2017-02-14 13:33:19,Afternoon,Weekday
6569,Wonder Bread,2017-02-14 13:49:40,Afternoon,Weekday
6570,Wonder Bread,2017-02-14 14:06:22,Afternoon,Weekday
6570,Betty Crocker Cake Mix,2017-02-14 14:06:22,Afternoon,Weekday
6571,Farm House,2017-02-14 14:10:44,Afternoon,Weekday
6571,Betty Crocker Cake Mix,2017-02-14 14:10:44,Afternoon,Weekday
6572,Coca-Cola,2017-02-14 14:27:47,Afternoon,Weekday
6573,Wonder Bread,2017-02-14 14:34:33,Afternoon,Weekday
6574,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 14:37:31,Afternoon,Weekday
6574,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 14:37:31,Afternoon,Weekday
6574,Spanish Brunch Café,2017-02-14 14:37:31,Afternoon,Weekday
6574,Oroweat Toast,2017-02-14 14:37:31,Afternoon,Weekday
6574,Starbucks Dark Roast Coffee Beans,2017-02-14 14:37:31,Afternoon,Weekday
6574,Wonder Bread,2017-02-14 14:37:31,Afternoon,Weekday
6575,Lipton Ice Tea,2017-02-14 14:44:59,Afternoon,Weekday
6575,Lipton Ice Tea,2017-02-14 14:44:59,Afternoon,Weekday
6576,Starbucks Dark Roast Coffee Beans,2017-02-14 14:47:20,Afternoon,Weekday
6577,Hot chocolate,2017-02-14 15:09:09,Afternoon,Weekday
6577,Hot chocolate,2017-02-14 15:09:09,Afternoon,Weekday
6577,Hot chocolate,2017-02-14 15:09:09,Afternoon,Weekday
6577,Smoothies,2017-02-14 15:09:09,Afternoon,Weekday
6577,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 15:09:09,Afternoon,Weekday
6577,Chip's Ahoy Chocolate Chip Cookies,2017-02-14 15:09:09,Afternoon,Weekday
6578,Starbucks Dark Roast Coffee Beans,2017-02-14 15:11:16,Afternoon,Weekday
6578,Tropicana Orange Juice,2017-02-14 15:11:16,Afternoon,Weekday
6578,Wonder Bread,2017-02-14 15:11:16,Afternoon,Weekday
6578,Wonder Bread,2017-02-14 15:11:16,Afternoon,Weekday
6578,Afternoon with the baker,2017-02-14 15:11:16,Afternoon,Weekday
6579,Starbucks Dark Roast Coffee Beans,2017-02-14 15:12:51,Afternoon,Weekday
6580,La Patisserie Alfajores,2017-02-14 15:21:41,Afternoon,Weekday
6580,Wonder Bread,2017-02-14 15:21:41,Afternoon,Weekday
6581,Campbell's Soup,2017-02-14 15:39:06,Afternoon,Weekday
6581,Lipton Ice Tea,2017-02-14 15:39:06,Afternoon,Weekday
6582,Lipton Ice Tea,2017-02-14 15:55:47,Afternoon,Weekday
6582,La Patisserie Alfajores,2017-02-14 15:55:47,Afternoon,Weekday
6583,Wonder Bread,2017-02-14 16:16:36,Afternoon,Weekday
6583,Vegan mincepie,2017-02-14 16:16:36,Afternoon,Weekday
6584,Baguette,2017-02-14 16:29:36,Afternoon,Weekday
6584,La Patisserie Alfajores,2017-02-14 16:29:36,Afternoon,Weekday
6585,Baguette,2017-02-14 16:31:34,Afternoon,Weekday
6586,Wonder Bread,2017-02-14 16:42:03,Afternoon,Weekday
6587,Starbucks Dark Roast Coffee Beans,2017-02-14 16:50:20,Afternoon,Weekday
6587,Starbucks Dark Roast Coffee Beans,2017-02-14 16:50:20,Afternoon,Weekday
6588,Valentine's card,2017-02-14 23:29:03,Night,Weekday
6589,Valentine's card,2017-02-14 23:38:41,Night,Weekday
6592,Starbucks Dark Roast Coffee Beans,2017-02-15 07:58:43,Morning,Weekday
6592,Starbucks Dark Roast Coffee Beans,2017-02-15 07:58:43,Morning,Weekday
6593,Oroweat Toast,2017-02-15 07:59:55,Morning,Weekday
6594,Wonder Bread,2017-02-15 08:37:00,Morning,Weekday
6595,Starbucks Dark Roast Coffee Beans,2017-02-15 09:54:39,Morning,Weekday
6595,Starbucks Dark Roast Coffee Beans,2017-02-15 09:54:39,Morning,Weekday
6596,Baker's Treat Danish Pastry,2017-02-15 09:56:04,Morning,Weekday
6597,Wonder Bread,2017-02-15 10:24:04,Morning,Weekday
6598,Baker's Treat Danish Pastry,2017-02-15 10:34:09,Morning,Weekday
6598,Starbucks Dark Roast Coffee Beans,2017-02-15 10:34:09,Morning,Weekday
6598,Starbucks Dark Roast Coffee Beans,2017-02-15 10:34:09,Morning,Weekday
6599,Baguette,2017-02-15 10:50:52,Morning,Weekday
6600,Starbucks Dark Roast Coffee Beans,2017-02-15 11:12:50,Morning,Weekday
6601,Lipton Ice Tea,2017-02-15 11:16:49,Morning,Weekday
6601,Lipton Ice Tea,2017-02-15 11:16:49,Morning,Weekday
6601,The Nomad,2017-02-15 11:16:49,Morning,Weekday
6601,Baker's Treat Danish Pastry,2017-02-15 11:16:49,Morning,Weekday
6602,Wonder Bread,2017-02-15 11:22:31,Morning,Weekday
6603,Starbucks Dark Roast Coffee Beans,2017-02-15 11:26:30,Morning,Weekday
6603,Wonder Bread,2017-02-15 11:26:30,Morning,Weekday
6604,Medialunas Argentinian Croissant,2017-02-15 11:55:18,Morning,Weekday
6604,Medialunas Argentinian Croissant,2017-02-15 11:55:18,Morning,Weekday
6604,Medialunas Argentinian Croissant,2017-02-15 11:55:18,Morning,Weekday
6604,Baguette,2017-02-15 11:55:18,Morning,Weekday
6605,Hot chocolate,2017-02-15 12:00:27,Afternoon,Weekday
6605,Starbucks Dark Roast Coffee Beans,2017-02-15 12:00:27,Afternoon,Weekday
6605,Medialunas Argentinian Croissant,2017-02-15 12:00:27,Afternoon,Weekday
6605,Campbell's Soup,2017-02-15 12:00:27,Afternoon,Weekday
6605,Betty Crocker Cake Mix,2017-02-15 12:00:27,Afternoon,Weekday
6606,Wonder Bread,2017-02-15 12:07:28,Afternoon,Weekday
6606,Starbucks Dark Roast Coffee Beans,2017-02-15 12:07:28,Afternoon,Weekday
6607,Wonder Bread,2017-02-15 12:28:50,Afternoon,Weekday
6607,Medialunas Argentinian Croissant,2017-02-15 12:28:50,Afternoon,Weekday
6608,Vegan Feast,2017-02-15 12:29:17,Afternoon,Weekday
6609,Subway Sub of the Day Sandwich,2017-02-15 12:44:07,Afternoon,Weekday
6609,Truffles,2017-02-15 12:44:07,Afternoon,Weekday
6610,Starbucks Dark Roast Coffee Beans,2017-02-15 13:06:51,Afternoon,Weekday
6610,Oroweat Toast,2017-02-15 13:06:51,Afternoon,Weekday
6611,Campbell's Soup,2017-02-15 13:22:48,Afternoon,Weekday
6612,The Nomad,2017-02-15 13:25:01,Afternoon,Weekday
6612,Starbucks Dark Roast Coffee Beans,2017-02-15 13:25:01,Afternoon,Weekday
6612,Starbucks Dark Roast Coffee Beans,2017-02-15 13:25:01,Afternoon,Weekday
6613,Subway Sub of the Day Sandwich,2017-02-15 13:46:20,Afternoon,Weekday
6613,Tropicana Orange Juice,2017-02-15 13:46:20,Afternoon,Weekday
6614,Campbell's Soup,2017-02-15 14:11:28,Afternoon,Weekday
6614,Campbell's Soup,2017-02-15 14:11:28,Afternoon,Weekday
6614,Betty Crocker Cake Mix,2017-02-15 14:11:28,Afternoon,Weekday
6614,Betty Crocker Cake Mix,2017-02-15 14:11:28,Afternoon,Weekday
